EnglishProjectName,ProjectShortName,CS10FolderName,CS10FolderId
Pouce Coupé - s. 58 application - Northern System HVP Spirit River Pump Station Addition,Pouce Coupé - s. 58 application - Northern System ,2014-06-05 - Application for the Northern System HVP Spirit River Pump Station Addition,2480878.0
Pouce Coupé Pipe Line Ltd. - Condition 6 and Application to Decommission Henderson Creek Temporary Crossing- XO-P123-001-2019,Pouce Coupe Henderson Creek Temp. Cross. Decomm.,2018-12-11 - Application for the Henderson Creek HDD Crossing,3715442.0
Pouce Coupé Pipe Line Ltd. (Pembina) s. 58 for the Pouce Coupé Lateral Project,Pouce Coupé Pipe Line Ltd. (Pembina) s. 58 for the,,2935755.0
Pouce Coupé Pipe Line Ltd.- Request for Temporary Crossing at Henderson Creek,Pouce Coupe Temporary Crossing at Henderson,,3715442.0
Pouce Coupé Pipe Line Ltd. s. 44 Application to Deactivate the Northwest System.,Deactivate the Northwest System,2017-11-17 - Application to Deactivate the Northwest System,3394103.0
Pouce Coupé Pipe Line Ltd. s. 58 application - construct and operate - Saddle River HDD Crossing and s. 45.1 OPR application to decommission the existing Saddle River PIpeline,Pouce Coupe Saddle River HDD Crossing,,3689817.0
Pouce Coupé s. 58 application - Northern System Relocation,Pouce Coupé s. 58 application - Northern System Re,ESIM Migration 1300031283,31283.0
Pouce Coupé s. 58 application - replacement of an existing section - Henderson Creek HDD Crossing,Pouce Coupé Henderson Creek HDD Crossing,,3715442.0
Pouce Coupé s. 58 application - The Northern Pipeline Diversion Project,Pouce Coupé s. 58 application - The Northern Pipel,ESIM Migration 1300008435,8435.0
Pouce Coupé s. 58 Northern System Sweetwater Pump Station Addition,Pouce Coupé s. 58 Northern System Sweetwater Pump ,2015-12-15 - Application for the Northern System Sweetwater Pump Station Addition,2887649.0
Profico s. 58 application for Construction of Pipeline and Pigging Facility,Profico s. 58 application for Construction of Pipe,ESIM Migration 1000037882,3067.0
Project U0687 - Ground Bed Installation,Project U0687 - Ground Bed Installation,2004-06-28 - 2004 Application No 12  -  Project U0687 - Ground Bed Installation at km post 20.8,330613.0
Prospera abandonment application for three pipelines sweet natural gas pipelines,Prospera Abandonment Project,2020-11-17 - Application for Pipeline Abandonment,4004687.0
Provident Energy Pipeline Inc. Beatton River Replacement Project,Provident Energy Pipeline Inc. Beatton River Repla,2010-09-23 - Application for the Beatton River Replacement Project (OH-2-2011),638789.0
Provident s. 58 application for the construction of Taylor/Boundary Lake Beatton Slope Remediation,Provident s. 58 application for the construction o,ESIM Migration 1000037925,3074.0
Quebec Hydro - Hydro-Québec application to obtain approval for the construction and operation of the line Electricity Transmission Company (LIT) Hertel – New York.,HQ Hertel-New-York ,,4236464.0
"QUESNEL UPGRADE - REPLACE 30"" MAINLINE & 36"" LOOP","QUESNEL UPGRADE - REPLACE 30"" MAINLINE & 36"" LOOP",ESIM Migration 1000006181,1751.0
REACTIVATE/UPGRADE FACILITIES,REACTIVATE/UPGRADE FACILITIES,ESIM Migration 1000005875,1669.0
Recommendations regarding certain issues that have arisen with Hyundai Steel Company (Hyundai) API 5L Electric Resistance Weld (ERW) Pipe and API 5CT Tubulars,Hyundai Order,Identification and Demonstration of Continued Fitness for Service of Hyundai API 5L Electric Resistance Weld Pipe (MO-032-2019),3782069.0
"Recommendations resulting from the NEB Act s.15 Board Member Report, Order SG-C293-01-2011",Recommendations resulting from the NEB Act s.15 Bo,ESIM Migration 1300007057,7057.0
Red Hill Creek Expressway  OHW-1-2003,Red Hill Creek Expressway  OHW-1-2003,"2003-06-26 - Application for the Relocation of a Segment of Pipeline and Lowering of 2 Segments of Pipeline in the City of Hamilton, ON - Red Hill Creek Expressway OHW-1-2003",285095.0
Redwillow Pipeline Project,Redwillow Pipeline Project,ESIM Migration 1000047170,3495.0
REFINED PRODCT VISCOMETER L13 - GRETNA,REFINED PRODCT VISCOMETER L13 - GRETNA,ESIM Migration 1000006095,1735.0
Regent Coutts Gas Export Pipeline,Regent Coutts Gas Export Pipeline,2002-12-10 Application to Construct a Meter Station and O.D. Pipeline in the Coutts Area of Alberta,254295.0
Regulatory Gaps,Regulatory Gaps,British Columbia Transmission Corporation,609785.0
Relocalisation de la conduite sous la portion du complexe de barrages Témiscamingue en Ontario,Relocalisation de la conduite sous la portion du c,,2490622.0
Relocate AB46 West Whitecourt Meter Station,Relocate AB46 West Whitecourt Meter Station,2002-03-20 Application to Relocate AB46 - West Whitecourt Meter Station,228860.0
"Repair Pipelines 16A, 18 and 19","Repair Pipelines 16A, 18 and 19","2003-03-06 Application to Repair Pipelines 16A, 18 and 19 - Project 15241",268361.0
Replacement of Gold Creek Bridge,Replacement of Gold Creek Bridge,2004-06-29 Application for 2004 Construction No. 3  - Replace Gold Creek Bridge,330612.0
"Replacements at Thurlow, Sydney & Murray, ON","Replacements at Thurlow, Sydney & Murray, ON","2002-08-06 Application for Pipeline Replacements - Townships of Thurlow, Sydney and Murray, ON",228822.0
Request for Variance,Request for Variance,ESIM Migration 1000034830,2864.0
Request for variance of NEB Order SO-T241-002-2012 and Submission of a Corrective Action Plan,Request for variance of NEB Order SO-T241-002-2012,ESIM Migration 1300006805,6805.0
"Request for variance, extension of Condition 3, Board Order MO-024-2011","Request for variance, extension of Condition 3, Bo","2012-01-30 - Application for the Deactivation of the North Portal Pipeline, Saskatchewan and Notice of Name Change",787529.0
"Request to Amend Order AO-001-MO-024-2011 for 180 day extension, condition 3",Request to Amend Order AO-001-MO-024-2011 for 180 ,"2012-01-30 - Application for the Deactivation of the North Portal Pipeline, Saskatchewan and Notice of Name Change",787529.0
Request to Vary Board Order,Request to Vary Board Order,2005-03-21 - Application to Vary Board Order XO-H046-21-2004,357441.0
"Resolute FP Canada Inc. and 2670568 Ontario Limited - s. 74 Application for Consent to Purchase Fort Frances, Ontario Commodity Pipelines",Fort Frances Paper Mill and Related Assets,"2019-06-26 - Application for Change of Ownership of Fort Frances, Ontario Commodity Pipelines",3782160.0
Revetment Salmon River,Revetment Salmon River,"2004-11-01 - 2004 Application No. 17 - Project U0675 - Revetment Salmon River, 4AL1 & L2, Km 23.5",339563.0
Revisions made to the draft Control Room Compliance Verification Report,Revisions made to the draft Control Room Complianc,ESIM Migration 1300007484,7484.0
Right of Entry Application,Right of Entry Application,ESIM Migration 1000043080,3338.0
Right of Entry Application,Right of Entry Application,ESIM Migration 1000043125,3341.0
Right of Entry application,Right of Entry application,ESIM Migration 1000043129,3343.0
Right of Entry Application by J. D Timber,Right of Entry Application by J. D Timber,ESIM Migration 1000043126,3342.0
Right of Entry dated 06-03-20 - JD Timber Holdings - PID 01276435,Right of Entry dated 06-03-20 - JD Timber Holdings,ESIM Migration 1000043124,3340.0
Ruger Energy and Blackbird Energy Inc s. 21 application to amalgamate and continue as one corporation known as BLACKBIRD ENERGY INC,Ruger and Blackbird Amalgamation,,3189588.0
Ruger Energy Inc. Application to Deactivate a Pipeline - Order XO-R042-02-2003,Ruger Energy Inc. Application to Deactivate a Pipe,2012-06-04 - Application for Deactivation of NEB Pipeline Order XO-R042-02-2003,822645.0
S 58 SECOND SUPPLEMENTATY APPLICATION FOR 2000,S 58 SECOND SUPPLEMENTATY APPLICATION FOR 2000,ESIM Migration 1000005930,1704.0
S 74 APPLICATION TO DEACTIVATE A PIPELINE,S 74 APPLICATION TO DEACTIVATE A PIPELINE,ESIM Migration 1000005932,1705.0
S. 21 Request for Review from Les Citoyens au Courant,S. 21 Request for Review from Les Citoyens au Cour,,890819.0
S. 58 2000 APPLICATION NO. 19,S. 58 2000 APPLICATION NO. 19,ESIM Migration 1000005919,1696.0
S. 58 Application for Fifth Supplementary Applicat,S. 58 Application for Fifth Supplementary Applicat,ESIM Migration 1000023147,2126.0
s. 58 Application for Wapiti Lateral Looping,s. 58 Application for Wapiti Lateral Looping,ESIM Migration 1000028564,2383.0
S. 58 CAPITAL EXPENDITURES,S. 58 CAPITAL EXPENDITURES,ESIM Migration 1000005902,1689.0
S. 58 for 2001 Construction No. 1,S. 58 for 2001 Construction No. 1,ESIM Migration 1000023197,2131.0
S. 58 for Pipe Lowering,S. 58 for Pipe Lowering,ESIM Migration 1000023149,2127.0
s. 58 Kaybob North Lateral Project,s. 58 Kaybob North Lateral Project,2002-06-07 Application for Kaybob North Lateral Project,207553.0
S. 58 THIRD SUPPLEMENTARY APPLICATION,S. 58 THIRD SUPPLEMENTARY APPLICATION,ESIM Migration 1000005929,1703.0
S. 58 TO CONSTRUCT A 12KM PIPELINE,S. 58 TO CONSTRUCT A 12KM PIPELINE,2000-07-19 Ladyfern Facilities (GH-3-2000),91688.0
S. 74 APPLICATION,S. 74 APPLICATION,ESIM Migration 1000019587,1865.0
S.104 Right of Entry,S.104 Right of Entry,2001-07-20 Application for construction of Pipeline from Ladyfern area to tie-in with TCPL Owl Lake Station,264387.0
S.21 Application for Amendment to Board Order,S.21 Application for Amendment to Board Order,ESIM Migration 1000023259,2138.0
S.52 - Grizzly Extension / Weejay Lateral,S.52 - Grizzly Extension / Weejay Lateral,2001-05-17 Grizzly Extension Pipeline and Weejay Lateral (GH-2-2002),129204.0
S.52 NORTH SUFFIELD PIPLINE PROJECT,S.52 NORTH SUFFIELD PIPLINE PROJECT,2000-03-07 North Suffield Facilities (GH-2-2000),90720.0
S.52 TERRACE PHASE II EXPANSION,S.52 TERRACE PHASE II EXPANSION,00-11-15 - Terrace Phase II Expansion Program (OH-1-2000),92293.0
S.58 - 2001 Application #4,S.58 - 2001 Application #4,ESIM Migration 1000021213,2028.0
S.58 - 2001 CAPITAL EXPENDITURES,S.58 - 2001 CAPITAL EXPENDITURES,ESIM Migration 1000005961,1717.0
S.58 - 2001 CONSTRUCTION,S.58 - 2001 CONSTRUCTION,ESIM Migration 1000006273,1772.0
S.58  2003 Application No. 8,S.58  2003 Application No. 8,"2003-06-17 - 2003 Application No. 8 - Project U0601 - Casing Upgrades on the 16"" Boundary Lake Pipeline and the 26"" Alberta Mainline",283890.0
S.58  Application for Construction,S.58  Application for Construction,ESIM Migration 1000023665,2177.0
S.58  Application for Duvernay Meter Station,S.58  Application for Duvernay Meter Station,2004-03-11 - Application for Project U0635 - Duvernay Meter Station 148,314505.0
s.58  Casing Upgrade on Boundary Lake Pipeline,s.58  Casing Upgrade on Boundary Lake Pipeline,2002-02-18 Section 58 Application No. 5,134263.0
S.58 - Eighth Supplementary Application for 2001,S.58 - Eighth Supplementary Application for 2001,2001-12-12 s. 58 Eighth Supplementary Application for Year 2001 - Corridor Pipe Line,191335.0
S.58  Fourth Supplementary for Year 2001,S.58  Fourth Supplementary for Year 2001,ESIM Migration 1000022774,2096.0
S.58  Interconnections & Site Facilities,S.58  Interconnections & Site Facilities,2002-02-05 Application for Interconnections and Site Facilities at Fort Saskatchewan (AB53A),155783.0
S.58 - No. 2 for 2001 Corrosion remedial projects,S.58 - No. 2 for 2001 Corrosion remedial projects,ESIM Migration 1000022483,2085.0
S.58 - ROCK REVETMENT,S.58 - ROCK REVETMENT,ESIM Migration 1000006457,1826.0
s.58 - Saint John North Facilities,s.58 - Saint John North Facilities,ESIM Migration 1000022011,2053.0
S.58 - Terrace Phase III,S.58 - Terrace Phase III,"01-12-14 Section 58 Application for Terrace Expansion Program, Phase 3",148118.0
S.58 - Year 2001 Pipeline Replacement and Abandonm,S.58 - Year 2001 Pipeline Replacement and Abandonm,ESIM Migration 1000019585,1863.0
S.58 1ST SUPPLEMETARY APPLICATION FOR 2000,S.58 1ST SUPPLEMETARY APPLICATION FOR 2000,ESIM Migration 1000005903,1690.0
S.58 2000 APPLICATION #17,S.58 2000 APPLICATION #17,ESIM Migration 1000005895,1684.0
S.58 2000 APPLICATION NO. 18,S.58 2000 APPLICATION NO. 18,ESIM Migration 1000005904,1691.0
S.58 2000 CAPITAL PROJECTS,S.58 2000 CAPITAL PROJECTS,ESIM Migration 1000005245,1515.0
s.58 2000 CONSTRUCTION,s.58 2000 CONSTRUCTION,ESIM Migration 1000005820,1656.0
S.58 2003 Application No. 11,S.58 2003 Application No. 11,2003-09-05  - 2003 Application No. 11 - Project 10047406 - Revetement Crassier Creek 2L2 km 2.968,292957.0
S.58 2003 Construction No. 14,S.58 2003 Construction No. 14,2003-06-11 - Application for 2003 Construction No. 14 -  Remediation at Compressor Station 21,283585.0
S.58 2003 Construction No. 15,S.58 2003 Construction No. 15,"2003-06-17 - 2003 Construction No. 15 - 2003 Cathotic Protection Program No. 2 - Manitoba, Ontario and Quebec",284074.0
S.58 ADDITIONAL METER RUN,S.58 ADDITIONAL METER RUN,ESIM Migration 1000006097,1736.0
S.58 AMINE SPILL PREVENTION,S.58 AMINE SPILL PREVENTION,ESIM Migration 1000005377,1608.0
S.58 Application,S.58 Application,,
S.58 APPLICATION - 2000 ROUTINE PROJECTS,S.58 APPLICATION - 2000 ROUTINE PROJECTS,ESIM Migration 1000004649,1435.0
S.58 APPLICATION - VARIOUS PROJECTS,S.58 APPLICATION - VARIOUS PROJECTS,ESIM Migration 1000005333,1576.0
S.58 APPLICATION #3 FOR 2000,S.58 APPLICATION #3 FOR 2000,ESIM Migration 1000005208,1495.0
s.58 Application for 2 Interconnections on Zone 7,s.58 Application for 2 Interconnections on Zone 7,2002-01-18 Application for Installation of two interconnections to TCPL Westpath Expansion in Alberta - Zone 7,240914.0
S.58 APPLICATION FOR ADDITIONAL RECEIPT POINT,S.58 APPLICATION FOR ADDITIONAL RECEIPT POINT,ESIM Migration 1000005772,1641.0
S.58 Application for Bivouac Pipeline,S.58 Application for Bivouac Pipeline,ESIM Migration 1000024275,2200.0
S.58 APPLICATION FOR CONNECTION,S.58 APPLICATION FOR CONNECTION,ESIM Migration 1000005299,1551.0
S.58 APPLICATION FOR CONSTRUCTION,S.58 APPLICATION FOR CONSTRUCTION,ESIM Migration 1000005332,1575.0
S.58 APPLICATION FOR CONSTRUCTION,S.58 APPLICATION FOR CONSTRUCTION,ESIM Migration 1000005317,1562.0
S.58 APPLICATION FOR CONSTRUCTION,S.58 APPLICATION FOR CONSTRUCTION,ESIM Migration 1000005327,1572.0
S.58 APPLICATION FOR CONSTRUCTION,S.58 APPLICATION FOR CONSTRUCTION,ESIM Migration 1000005206,1494.0
s.58 Application for Construction,s.58 Application for Construction,ESIM Migration 1000023340,2142.0
S.58 Application for Construction,S.58 Application for Construction,ESIM Migration 1000026526,2242.0
s.58 application for Construction of Permanent Fac,s.58 application for Construction of Permanent Fac,02-04-12 Application for Permanent Mono Ethylene Glycol Storage Facilities,195440.0
s.58 APPLICATION FOR CUSTODY TRANSFER STATION,s.58 APPLICATION FOR CUSTODY TRANSFER STATION,ESIM Migration 1000006194,1755.0
S.58 APPLICATION FOR INSTALLATION,S.58 APPLICATION FOR INSTALLATION,ESIM Migration 1000005222,1504.0
S.58 APPLICATION FOR INSTALLATION,S.58 APPLICATION FOR INSTALLATION,ESIM Migration 1000005253,1522.0
s.58 application for Installation of Hot Taps and,s.58 application for Installation of Hot Taps and,2001-12-20 Application for Zone 8 Interconnections to Westpath System,229263.0
