Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Status,Latitude,Longitude,Approximate Volume Released (m3),Substance,Release Type,Significant,Year,What Happened,Why It Happened
INC2016-024,Release of Substance,02/14/2016,Cromer,Manitoba,Enbridge Pipelines Inc.,Closed,49.7,-101.2,3.0000,Crude Oil - Sweet,Liquid,No,2016,Incorrect Operation,Human Factors
INC2016-025,Serious Injury (CER or TSB),02/16/2016,Fox Creek,Alberta,NOVA Gas Transmission Ltd.,Closed,54.45,-117.7,Not Applicable,Not Applicable,Not Applicable,Yes,2016,"External Interference, Incorrect Operation",Human Factors
INC2016-026,Fire,02/24/2016,Claireville,Ontario,TransCanada PipeLines Limited,Closed,43.744167,-79.633611,Not Applicable,Not Applicable,Not Applicable,No,2016,"External Interference, Incorrect Operation","Human Factors, Inadequate Supervision"
INC2016-027,Release of Substance,03/03/2016,Halifax Regional Municipality,Nova Scotia,Maritimes & Northeast Pipeline Management Ltd.,Closed,44.677392,-63.596725,1.0000,Natural Gas - Sweet,Gas,No,2016,Equipment Failure,Engineering and Planning
INC2016-028,Release of Substance,03/24/2016,9000,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.8618104,-66.5829674,1.0000,Natural Gas - Sweet,Gas,No,2016,Defect and Deterioration,Natural or Environmental Forces
INC2016-029,Release of Substance,03/31/2016,Chetwyn,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.3315,-121.5632,10.2300,Contaminated Water,Miscellaneous,No,2016,Incorrect Operation,"Engineering and Planning, Standards and Procedures"
INC2016-032,Release of Substance,04/04/2016,Windsor,Ontario,Kinder Morgan Cochin ULC,Closed,42.2878692,-83.09267014,0.0182,Propane,Gas,No,2016,Equipment Failure,Maintenance
INC2016-033,Release of Substance,04/06/2016,4000,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.83,-120.404,913.0000,Natural Gas - Sweet,Gas,No,2016,Equipment Failure,Maintenance
INC2016-034,Release of Substance,04/07/2016,"Isaacs Harbour, Guysborough County",Nova Scotia,ExxonMobil Canada Properties,Closed,45.17170605,-61.61267605,716.0000,Natural Gas - Sweet,Gas,No,2016,"Equipment Failure, External Interference","Engineering and Planning, Tools and Equipment"
INC2016-035,Release of Substance,04/08/2016,"Kenogami, ONo",Ontario,TransCanada PipeLines Limited,Closed,48.131264,-80.215544,5.2000,Natural Gas - Sweet,Gas,No,2016,"Corrosion and Cracking, Defect and Deterioration","Engineering and Planning, Tools and Equipment"
INC2016-036,Fire,04/15/2016,White City,Saskatchewan,Enbridge Pipelines Inc.,Closed,50.3828,-104.2975,Not Applicable,Not Applicable,Not Applicable,No,2016,External Interference,Natural or Environmental Forces
INC2016-037,Fire,04/19/2016,Brampton,Ontario,TransCanada PipeLines Limited,Closed,43.74,-79.63,Not Applicable,Not Applicable,Not Applicable,No,2016,"External Interference, Incorrect Operation","Maintenance, Tools and Equipment"
INC2016-038,Fire,04/23/2016,"Maple, Ontario",Ontario,TransCanada PipeLines Limited,Closed,43.874375,-79.578986,Not Applicable,Not Applicable,Not Applicable,No,2016,"External Interference, Incorrect Operation",Human Factors
INC2016-041,Fire,05/03/2016,"Langbank, SK",Saskatchewan,Enbridge Pipelines Inc.,Closed,50.0126,-102.1408,Not Applicable,Not Applicable,Not Applicable,No,2016,External Interference,Natural or Environmental Forces
INC2016-042,Operation Beyond Design Limits,05/04/2016,"North west of Manning, Alberta",Alberta,NOVA Gas Transmission Ltd.,Closed,57.191887,-118.193875,Not Applicable,Not Applicable,Not Applicable,No,2016,External Interference,Engineering and Planning
INC2016-043,Release of Substance,05/11/2016,"Smokey Lake, AB",Alberta,NOVA Gas Transmission Ltd.,Closed,54.097121,-112.562914,370.0000,Natural Gas - Sweet,Gas,No,2016,Corrosion and Cracking,Maintenance
INC2016-044,Operation Beyond Design Limits,05/11/2016,"Hussar, AB",Alberta,NOVA Gas Transmission Ltd.,Closed,51.09872674,-112.6387157,Not Applicable,Not Applicable,Not Applicable,No,2016,Incorrect Operation,Failure in communication
INC2016-045,Operation Beyond Design Limits,05/12/2016,"Hardisty, Alberta",Alberta,Enbridge Pipelines Inc.,Closed,52.637465,-111.277537,Not Applicable,Not Applicable,Not Applicable,No,2016,"External Interference, Incorrect Operation","Engineering and Planning, Human Factors"
INC2016-046,Fire,05/13/2016,"Upsala,ON",Ontario,TransCanada PipeLines Limited,Closed,48.877764,-89.989258,Not Applicable,Not Applicable,Not Applicable,No,2016,"External Interference, Incorrect Operation","Failure in communication, Maintenance, Tools and Equipment"
INC2016-048,Release of Substance,05/18/2016,New Westminister,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.85011511,-121.234982,260.0000,Natural Gas - Sweet,Gas,No,2016,External Interference,"Human Factors, Standards and Procedures, Tools and Equipment"
INC2016-049,Fire,05/18/2016,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.18901,-118.1927,Not Applicable,Not Applicable,Not Applicable,No,2016,Incorrect Operation,Tools and Equipment
INC2016-050,Release of Substance,05/18/2016,Taylor BC,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.14410425,-120.404,39.7000,Natural Gas - Sour,Gas,Yes,2016,Corrosion and Cracking,Engineering and Planning
INC2016-051,Fire,05/24/2016,Calstock,Ontario,TransCanada PipeLines Limited,Closed,49.763023,-84.918336,Not Applicable,Not Applicable,Not Applicable,No,2016,External Interference,Natural or Environmental Forces
INC2016-052,Operation Beyond Design Limits,05/24/2016,Regina,Saskatchewan,Enbridge Pipelines Inc.,Closed,50.445,-104.618,Not Applicable,Not Applicable,Not Applicable,No,2016,External Interference,Engineering and Planning
INC2016-053,Fire,05/25/2016,Cornwall,Ontario,Niagara Gas Transmission Limited,Closed,44.99889836,-74.74072784,Not Applicable,Not Applicable,Not Applicable,No,2016,Incorrect Operation,Human Factors
INC2016-054,Fire,05/27/2016,Pembroke,Ontario,TransCanada PipeLines Limited,Closed,45.74530152,-77.10493802,Not Applicable,Not Applicable,Not Applicable,No,2016,Defect and Deterioration,"Engineering and Planning, Failure in communication, Maintenance"
INC2016-055,Release of Substance,06/03/2016,Fort St. John BC,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,57.2213,-120.3812,1.0000,Natural Gas - Sour,Gas,Yes,2016,Equipment Failure,"Maintenance, Tools and Equipment"
INC2016-056,Operation Beyond Design Limits,06/03/2016,"Assumption, AB",Alberta,NOVA Gas Transmission Ltd.,Closed,58.476598,-118.571115,Not Applicable,Not Applicable,Not Applicable,No,2016,Natural Force Damage,Natural or Environmental Forces
INC2016-057,Fire,06/10/2016,"Edson, AB",Alberta,NOVA Gas Transmission Ltd.,Closed,53.48753071,-116.46394145,Not Applicable,Not Applicable,Not Applicable,No,2016,"Equipment Failure, External Interference","Maintenance, Natural or Environmental Forces"
INC2016-058,Operation Beyond Design Limits,06/17/2016,chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.39809164,-121.74109765,Not Applicable,Not Applicable,Not Applicable,No,2016,External Interference,Natural or Environmental Forces
INC2016-059,Operation Beyond Design Limits,06/17/2016,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.39808677,-121.74217224,Not Applicable,Not Applicable,Not Applicable,No,2016,External Interference,Natural or Environmental Forces
INC2016-060,Operation Beyond Design Limits,06/17/2016,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.39809164,-121.74109765,Not Applicable,Not Applicable,Not Applicable,No,2016,External Interference,Natural or Environmental Forces
INC2016-061,Operation Beyond Design Limits,06/17/2016,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.61586461,-121.87386376,Not Applicable,Not Applicable,Not Applicable,No,2016,External Interference,Natural or Environmental Forces
INC2016-063,Operation Beyond Design Limits,06/29/2016,Pecten,Alberta,NOVA Gas Transmission Ltd.,Closed,49.3064,-114.0392,Not Applicable,Not Applicable,Not Applicable,No,2016,"Equipment Failure, External Interference, Incorrect Operation",Tools and Equipment
INC2016-064,Fire,06/29/2016,FT MacKy,Alberta,NOVA Gas Transmission Ltd.,Closed,56.98989959,-111.55817073,Not Applicable,Not Applicable,Not Applicable,No,2016,"External Interference, Incorrect Operation",Standards and Procedures
INC2016-065,Operation Beyond Design Limits,06/29/2016,St. Lazare,Quebec,Trans-Northern Pipelines Inc.,Closed,45.412346,-74.117726,Not Applicable,Not Applicable,Not Applicable,No,2016,External Interference,"Inadequate Supervision, Standards and Procedures"
INC2016-066,Release of Substance,06/30/2016,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.56909171,-121.94466164,725.0000,Contaminated Water,Miscellaneous,No,2016,External Interference,Standards and Procedures
INC2016-067,Release of Substance,07/02/2016,Moncton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,46.11305974,-64.71567652,2000.0000,Natural Gas - Sweet,Gas,No,2016,Equipment Failure,Maintenance
INC2016-069,Operation Beyond Design Limits,07/05/2016,"Abbotsford, BC",British Columbia,Trans Mountain Pipeline ULC,Closed,49.002718,-122.226017,Not Applicable,Not Applicable,Not Applicable,No,2016,External Interference,"Engineering and Planning, Natural or Environmental Forces"
INC2016-070,Fire,07/05/2016,City of Regina,Saskatchewan,Enbridge Pipelines Inc.,Closed,50.48236249,-104.58858522,Not Applicable,Not Applicable,Not Applicable,No,2016,External Interference,Natural or Environmental Forces
INC2016-071,Operation Beyond Design Limits,07/06/2016,Oakville,Ontario,Enbridge Pipelines Inc.,Closed,43.45792222,-79.71974167,Not Applicable,Not Applicable,Not Applicable,No,2016,Natural Force Damage,Natural or Environmental Forces
INC2016-072,Operation Beyond Design Limits,07/06/2016,Oakville,Ontario,Enbridge Pipelines Inc.,Closed,43.41454588,-79.76735273,Not Applicable,Not Applicable,Not Applicable,No,2016,"Incorrect Operation, Natural Force Damage",Natural or Environmental Forces
INC2016-073,Operation Beyond Design Limits,07/06/2016,Mississauga,Ontario,Enbridge Pipelines Inc.,Closed,43.53301111,-79.60468333,Not Applicable,Not Applicable,Not Applicable,No,2016,"Incorrect Operation, Natural Force Damage",Natural or Environmental Forces
INC2016-074,Operation Beyond Design Limits,07/06/2016,Oakville,Ontario,Enbridge Pipelines Inc.,Closed,43.385213,-79.798679,Not Applicable,Not Applicable,Not Applicable,No,2016,Natural Force Damage,Natural or Environmental Forces
INC2016-076,Operation Beyond Design Limits,07/07/2016,Oakville,Ontario,Enbridge Pipelines Inc.,Closed,43.385213,-79.798679,Not Applicable,Not Applicable,Not Applicable,No,2016,Natural Force Damage,Natural or Environmental Forces
INC2016-077,Release of Substance,07/12/2016,"Niagara Falls, ON",Ontario,TransCanada PipeLines Limited,Closed,43.00475402,-79.05071351,1750.0000,Natural Gas - Sweet,Gas,No,2016,"Equipment Failure, Incorrect Operation","Failure in communication, Maintenance, Standards and Procedures"
INC2016-078,Release of Substance,07/15/2016,Moncton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,46.11305974,-64.71567652,3.0000,Natural Gas - Sweet,Gas,No,2016,Equipment Failure,Natural or Environmental Forces
INC2016-079,Fire,07/20/2016,Nanticoke,Ontario,Enbridge Pipelines Inc.,Closed,43.06191,-79.92035,Not Applicable,Not Applicable,Not Applicable,No,2016,Incorrect Operation,Human Factors
INC2016-080,Release of Substance,07/21/2016,Jenner,Alberta,NOVA Gas Transmission Ltd.,Closed,50.70313,-111.157945,40.0000,Natural Gas - Sweet,Gas,No,2016,Corrosion and Cracking,Maintenance
INC2016-081,Release of Substance,07/21/2016,Edmonton & Sherwood Park,Alberta,Trans Mountain Pipeline ULC,Closed,53.54290845,-113.36445011,2.3000,Diesel Fuel,Liquid,No,2016,"Defect and Deterioration, Equipment Failure, External Interference","Engineering and Planning, Maintenance"
INC2016-082,Operation Beyond Design Limits,07/26/2016,"Pecten, Alberta",Alberta,NOVA Gas Transmission Ltd.,Closed,49.30721239,-114.01499449,Not Applicable,Not Applicable,Not Applicable,No,2016,Other Causes,Engineering and Planning
INC2016-083,Release of Substance,07/27/2016,Slave Lake,Alberta,NOVA Gas Transmission Ltd.,Closed,55.51043,-113.46468,52000.0000,Natural Gas - Sweet,Gas,Yes,2016,Corrosion and Cracking,Maintenance
INC2016-084,Operation Beyond Design Limits,07/30/2016,"Hardisty, AB",Alberta,Enbridge Pipelines Inc.,Closed,52.63822644,-111.27864571,Not Applicable,Not Applicable,Not Applicable,No,2016,"External Interference, Incorrect Operation","Human Factors, Standards and Procedures"
INC2016-085,Fire,08/03/2016,Oshawa,Ontario,TransCanada PipeLines Limited,Closed,43.988,-79.011,Not Applicable,Not Applicable,Not Applicable,No,2016,"External Interference, Incorrect Operation",Inadequate Supervision
INC2016-086,Release of Substance,08/03/2016,Boyle,Alberta,NOVA Gas Transmission Ltd.,Closed,54.85067,-112.82706,1.0000,Natural Gas - Sweet,Gas,No,2016,Corrosion and Cracking,Maintenance
INC2016-087,Release of Substance,08/06/2016,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.25124,-66.09725,30.0000,Natural Gas - Sweet,Gas,No,2016,Equipment Failure,Natural or Environmental Forces
INC2016-088,Release of Substance,08/06/2016,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Closed,45.28066,-66.0027,8.0000,Natural Gas - Sweet,Gas,No,2016,Equipment Failure,"Maintenance, Natural or Environmental Forces"
INC2016-089,Operation Beyond Design Limits,08/08/2016,"Grande Prairie, Alberta",Alberta,NOVA Gas Transmission Ltd.,Closed,54.95,-119.194,Not Applicable,Not Applicable,Not Applicable,No,2016,External Interference,Engineering and Planning
INC2016-090,Release of Substance,08/11/2016,Hasler Flats and Chetwynd BC,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.56909171,-121.94466164,578.0000,Sulphur Dioxide,Miscellaneous,No,2016,Corrosion and Cracking,Maintenance
INC2016-091,Fire,08/13/2016,"Fort McKay, AB",Alberta,NOVA Gas Transmission Ltd.,Closed,57.34,-111.68,Not Applicable,Not Applicable,Not Applicable,No,2016,"External Interference, Incorrect Operation",Tools and Equipment
INC2016-093,Fire,08/14/2016,"Lodgepole ,AB",Alberta,NOVA Gas Transmission Ltd.,Closed,53.10047466,-115.36423859,Not Applicable,Not Applicable,Not Applicable,No,2016,"External Interference, Incorrect Operation","Failure in communication, Human Factors, Maintenance, Standards and Procedures, Tools and Equipment"
INC2016-095,Fire,08/24/2016,Hope,British Columbia,Trans Mountain Pipeline ULC,Closed,49.487583,-121.183421,Not Applicable,Not Applicable,Not Applicable,No,2016,External Interference,Maintenance
INC2016-096,Fire,08/24/2016,Burnaby,British Columbia,Trans Mountain Pipeline ULC,Closed,49.26848937,-122.93134198,Not Applicable,Not Applicable,Not Applicable,No,2016,"External Interference, Incorrect Operation","Human Factors, Inadequate Supervision"
INC2016-097,Release of Substance,08/25/2016,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.54740268,-113.35571374,0.0001,Natural Gas Liquids,Gas,No,2016,Incorrect Operation,"Failure in communication, Human Factors"
INC2016-098,Fire,08/25/2016,"Smoky Lake, AB",Alberta,NOVA Gas Transmission Ltd.,Closed,54.09508652,-112.30584934,Not Applicable,Not Applicable,Not Applicable,No,2016,External Interference,Tools and Equipment
INC2016-099,Adverse Environmental Effects,08/25/2016,Fort St. John,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.592508,-121.751213,Not Applicable,Not Applicable,Not Applicable,Yes,2016,Other Causes,Natural or Environmental Forces
INC2016-100,Operation Beyond Design Limits,08/25/2016,"Endiang, Alberta",Alberta,NOVA Gas Transmission Ltd.,Closed,51.939713,-112.073701,Not Applicable,Not Applicable,Not Applicable,No,2016,Incorrect Operation,Tools and Equipment
INC2016-101,Operation Beyond Design Limits,08/29/2016,"Chisholm, Alberta",Alberta,NOVA Gas Transmission Ltd.,Closed,54.972665,-114.291775,Not Applicable,Not Applicable,Not Applicable,No,2016,"Incorrect Operation, Other Causes","Engineering and Planning, Maintenance"
INC2016-102,Fire,08/29/2016,"Marten River, Ontario",Ontario,TransCanada PipeLines Limited,Closed,46.655465,-79.710737,Not Applicable,Not Applicable,Not Applicable,No,2016,"External Interference, Incorrect Operation",Maintenance
INC2016-103,Release of Substance,08/29/2016,"Patricia, Alberta",Alberta,NOVA Gas Transmission Ltd.,Closed,50.696946,-111.53471,1.5000,Lube Oil,Liquid,No,2016,Corrosion and Cracking,Engineering and Planning
